Year,SumPcpn,SumEGDD_C,SumHeatD,SumFrostD,AvgSI,AvgPrcnAWHC,NDVI,Yield,Area
1987_18_20,1.8,56.53666666666667,0.8666666666666667,2.066666666666667,0.6886666666666663,0.646285714285714,0.19293312804733304,49.3,90000.0
1987_19_21,1.906666666666667,56.163333333333334,0.8666666666666667,1.6000000000000003,0.6772380952380951,0.6017142857142856,0.240282845778667,49.3,90000.0
1987_20_22,12.093333333333334,62.21666666666666,0.8000000000000002,1.2666666666666666,0.6279047619047619,0.593809523809524,0.289076584552,49.3,90000.0
1987_21_23,14.246666666666664,62.44,0.3333333333333333,1.0,0.5457142857142857,0.6172380952380954,0.336475198870667,49.3,90000.0
1987_22_24,15.339999999999998,81.01666666666667,0.6666666666666666,0.26666666666666666,0.391142857142857,0.6116190476190477,0.38519813959433297,49.3,90000.0
1987_23_25,11.946666666666667,94.19666666666667,1.3333333333333333,0.26666666666666666,0.27238095238095233,0.5506666666666666,0.4384681036693329,49.3,90000.0
1987_24_26,16.066666666666666,100.37666666666667,1.5333333333333332,0.13333333333333333,0.18799999999999964,0.4666666666666666,0.48081812933,49.3,90000.0
1987_25_27,20.506666666666664,100.65666666666668,1.2666666666666666,0.0,0.17199999999999968,0.4026666666666667,0.5118862458300001,49.3,90000.0
1987_26_28,20.94666666666667,86.97666666666667,0.3333333333333333,0.0,0.16199999999999967,0.35142857142857137,0.5254260456759999,49.3,90000.0
1987_27_29,27.03333333333333,85.26333333333334,0.06666666666666667,0.0,0.18295238095238064,0.31742857142857134,0.5281362458300001,49.3,90000.0
1987_28_30,22.926666666666666,84.15,0.0,0.0,0.1835238095238093,0.31323809523809504,0.527259943546333,49.3,90000.0
1987_29_31,17.14,97.27,1.0666666666666667,0.0,0.21266666666666664,0.278285714285714,0.513898704131667,49.3,90000.0
1987_30_32,8.893333333333333,98.08,1.0666666666666667,0.0,0.30828571428571433,0.2216190476190473,0.484575686425667,49.3,90000.0
1987_31_33,16.34,92.8,1.0666666666666667,0.0,0.47000000000000003,0.196380952380952,0.4293097125993329,49.3,90000.0
1987_32_34,16.686666666666667,74.30333333333333,0.0,0.06666666666666667,0.5909523809523807,0.2360952380952377,0.376512227354,49.3,90000.0
1987_33_35,12.813333333333334,70.04333333333334,0.0,0.06666666666666667,0.6531428571428569,0.27619047619047604,0.33989204516266697,49.3,90000.0
1987_34_36,3.2000000000000006,70.04333333333334,0.0,0.26666666666666666,0.6886666666666666,0.26980952380952367,0.321389684372333,49.3,90000.0
1987_35_37,4.933333333333334,64.85666666666667,0.0,0.39999999999999997,0.7242857142857145,0.250095238095238,0.306068001026333,49.3,90000.0
